Categoria;Família;Código;Produto;Índice;Disponibilidade;Antirrisco;Antirrisco Tingível;Antirreflexo Verde;Antirreflexo Azul;Antirreflexo Premium Verde;Antirreflexo Premium Azul;Preço Base/Grade
Lentes Surfaçadas;Haytek Visão Simples;SS61VY;Haytek Visão Simples Freeform 1.61 Fotossensível;1.61;Esf. +11.00 a -11.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 2.735,84;R$ 2.815,84;R$ 3.135,84;R$ 3.215,84;R$ 3.615,84;R$ 3.695,84;
Lentes Surfaçadas;Haytek Visão Simples;SS67VT;Haytek Visão Simples Freeform 1.67;1.67;Esf. +12.00 a -13.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 2.303,84;R$ 2.383,84;R$ 2.703,84;R$ 2.783,84;R$ 3.183,84;R$ 3.263,84;
Lentes Surfaçadas;Haytek Visão Simples;SS67VK;Haytek Visão Simples Freeform 1.67 Filtro Azul;1.67;Esf. +12.00 a -13.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 2.663,84;R$ 2.743,84;R$ 3.063,84;R$ 3.143,84;R$ 3.543,84;R$ 3.623,84;
Lentes Surfaçadas;Haytek Visão Simples;SS67VY;Haytek Visão Simples Freeform 1.67 Fotossensível;1.67;Esf. +12.00 a -13.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 3.167,84;R$ 3.247,84;R$ 3.567,84;R$ 3.647,84;R$ 4.047,84;R$ 4.127,84;
Lentes Surfaçadas;Haytek Visão Simples;SS67VD;Haytek Visao Simples Freeform 1.67 Transitions Gen S Cinza;1.67;Esf. +10.00 a -14.00 / Cil. até -6.00 | Diâm. 80 mm;R$ 8.207,84;R$ 8.287,84;R$ 8.607,84;R$ 8.687,84;R$ 9.087,84;R$ 9.167,84;
Lentes Surfaçadas;Haytek Visão Simples;SS67VN;Haytek Visao Simples Freeform 1.67 Transitions Gen S Marrom;1.67;Esf. +10.00 a -14.00 / Cil. até -6.00 | Diâm. 80 mm;R$ 8.207,84;R$ 8.287,84;R$ 8.607,84;R$ 8.687,84;R$ 9.087,84;R$ 9.167,84;
Lentes Surfaçadas;Haytek Visão Simples;SS74VK;Haytek Visão Simples Freeform 1.74 Filtro Azul;1.74;Esf. +15.00 a -16.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 4.031,84;R$ 4.111,84;R$ 4.431,84;R$ 4.511,84;R$ 4.911,84;R$ 4.991,84;
Lentes Surfaçadas;Haytek Visão Simples;SS74VF;Haytek Visão Simples Freeform 1.74 Filtro Azul Fotossensível;1.74;Esf. +15.00 a -16.00 | Cil. até -6.00 | Diâm. 80 mm;R$ 5.759,84;R$ 5.839,84;R$ 6.159,84;R$ 6.239,84;R$ 6.639,84;R$ 6.719,84;
Lentes Prontas;Visão Simples Prontas;FS50UC;Lente Haytek Visão Simples Acabada 1.50 Incolor;1.50;$ Esf. 0.00 a -4.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -2.00 / Diâm. 65 mm;;;;;;;R$ 84,80
Lentes Prontas;Visão Simples Prontas;FS50EA;Lente Haytek Visão Simples Acabada 1.50 com Antirreflexo Residual Verde;1.50;$ Esf. 0.00 a -4.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 97,92
Lentes Prontas;Visão Simples Prontas;FS56EA;Haytek Visão Simples Acabada 1.56 com Antirreflexo Residual Verde;1.56;$ Esf. 0.00 a -6.00 / Cil. 0.00 a -2.00 / Diâm. 72 mm | $ Esf. +0.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm | $ Esf. 0.00 a -6.00 / Cil. -2.25 a -4.00 / Diâm. 70 mm;;;;;;;R$ 97,92
Lentes Prontas;Visão Simples Prontas;FS56EB;Haytek Visão Simples Acabada 1.56 Filtro Azul com Antirreflexo Residual Verde;1.56;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +0.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 107,52
Lentes Prontas;Visão Simples Prontas;FS56XB;Haytek Visão Simples Acabada 1.56 Super Cilindro Filtro Azul com Antirreflexo Residual Verde;1.56;$$ Esf. 0.00 a -6.00 / Cil. 4.25 a -6.00 / Diâm. 70 mm;;;;;;;R$ 430,40
Lentes Prontas;Visão Simples Prontas;FS56BB;Haytek Visão Simples Acabada 1.56 Filtro Azul com Antirreflexo Residual Azul;1.56;$ Esf. 0.00 a -4.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 107,52
Lentes Prontas;Visão Simples Prontas;FS56EP;Haytek Visão Simples Acabada 1.56 Fotossensível com Antirreflexo Residual Verde;1.56;Esf. / Cil. / Diâm. | $ Esf. 0.00 a -4.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 231,20
Lentes Prontas;Visão Simples Prontas;FS56PB;Haytek Visão Simples Acabada 1.56 Filtro Azul Fotossensível com Antirreflexo Residual Azul;1.56;$ Esf. 0.00 a -4.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 315,20
Lentes Prontas;Visão Simples Prontas;FS59AH;Haytek Visão Simples Acabada 1.59 Poli Antirrisco Tingível;1.59;$ Esf. 0.00 a -6.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +6.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -6.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +6.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 11,30 | R$ 26,90
Lentes Prontas;Visão Simples Prontas;FS59AA;Haytek Visão Simples Acabada 1.59 Poli com Antirreflexo Residual Verde;1.59;$ Esf. 0.00 a -6.00 / Cil. até -2.00 / Diâm. 70 mm | Esf. +0.25 a +6.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -6.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +6.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 12,30 | R$ 28,40
Lentes Prontas;Visão Simples Prontas;FS59EB;Haytek Visão Simples Acabada 1.59 Poli Filtro Azul com Antirreflexo Residual Verde;1.59;$ Esf. 0.00 a -6.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +6.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -6.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +6.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 20,36 | R$ 34,66
Lentes Prontas;Visão Simples Prontas;FS59BB;Haytek Visão Simples Acabada 1.59 Poli Filtro Azul com Antirreflexo Residual Azul;1.59;$ Esf. 0.00 a -6.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +6.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -6.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +6.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 20,36 | R$ 34,66
Lentes Prontas;Visão Simples Prontas;FS59EP;Haytek Visão Simples Acabada 1.59 Poli Fotossensível com Antirreflexo Residual Verde;1.59;$ Esf. 0.00 a -4.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -4.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +4.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 63,68 | R$ 99,90
Lentes Prontas;Visão Simples Prontas;FS59PB;Haytek Visão Simples Acabada 1.59 Poli Filtro Azul Fotossensível com Antirreflexo Residual Azul;1.59;$ Esf. 0.00 a -4.00 / Cil. até -2.00 / Diâm. 70 mm | $ Esf. +0.25 a +4.00 / Cil. até -2.00 / Diâm. 65 mm | $$ Esf. 0.00 a -4.00 / Cil. -2.25 até -4.00 / Diâm. 70 mm | $$ Esf. +0.25 a +4.00 / Cil. -2.25 até -4.00 / Diâm. 65 mm;;;;;;;R$ 119,90 | R$ 189,90
Lentes Prontas;Visão Simples Prontas;FS61EA;Haytek Visão Simples Acabada 1.61 com Antirreflexo Residual Verde;1.61;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. +0.25 a +2.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +2.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 255,20
Lentes Prontas;Visão Simples Prontas;FS61BB;Haytek Visão Simples Acabada 1.61 Filtro Azul com Antirreflexo Residual Azul;1.61;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. +0.25 a +2.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +2.25 a +4.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 479,20
Lentes Prontas;Visão Simples Prontas;FS67AA;Haytek Visão Simples Acabada 1.67 Asférica com Antirreflexo Residual Verde;1.67;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. -6.25 a -8.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. -8.25 a -10.00 / Cil. até -3.00 / Diâm. 70 mm | $ Esf. +0.25 a +2.00. / Cil. até -4.00 / Diâm. 70 mm | Esf. +2.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 427,20
Lentes Prontas;Visão Simples Prontas;FS67AB;Haytek Visão Simples Acabada 1.67 Asférica Filtro Azul com Antirreflexo Super-hidrofóbico Residual Verde;1.67;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. -6.25 a -8.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. -8.25 a -10.00 / Cil. até -3.00 / Diâm. 70 mm | $ Esf. +0.25 a +2.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +2.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 495,20
Lentes Prontas;Visão Simples Prontas;FS67CB;Haytek Visão Simples Acabada 1.67 Asférica Filtro Azul com Antirreflexo Super-hidrofóbico Residual Azul;1.67;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. -6.25 a -8.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. -8.25 a -10.00 / Cil. até -3.00 / Diâm. 70 mm | $ Esf. +0.25 a +2.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +2.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 495,20
Lentes Prontas;Visão Simples Prontas;FS67AP;Haytek Visão Simples Acabada 1.67 Asférica Fotossensível com Antirreflexo Super-hidrofóbico Residual Verde;1.67;$ Esf. 0.00 a -6.00 / Cil. até -4.00 / Diâm. 75 mm | $ Esf. -6.25 a -8.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. -8.25 a -10.00 / Cil. até -3.00 / Diâm. 70 mm | $ Esf. +0.25 a +2.00 / Cil. até -4.00 / Diâm. 70 mm | $ Esf. +2.25 a +6.00 / Cil. até -4.00 / Diâm. 65 mm;;;;;;;R$ 743,20
Lentes Prontas;Visão Simples Prontas;FS67AF;Haytek Visão Simples Acabada 1.67 Asférica Filtro Azul Fotossensível com Antirreflexo Residual Azul;1.67;Esf. 0.00 a -6.00 / Cil. até -4.00 / Diam. 75 mm | Esf. -6.25 a -8.00 / Cil. até -4.00 / Diam. 70 mm | Esf. -8.25 a -10.00 / Cil. até -3.00 / Diam. 70 mm | Esf. +0.25 a +2.00 / Cil. até -4.00 / Diam. 70 mm | Esf. +2.25 a +6.00 / Cil. até -4.00 / Diam. 65 mm;;;;;;;R$ 1.039,20
Lentes Prontas;Visão Simples Prontas;FS74AB;Haytek VS Acabada 1.74 Asf. Filtro Azul AR Super-Hidrofóbico Verde;1.74;$ Esf. -1.00 a -6.00 / Cil. até -3.00 / Diâm. 75 mm | $ Esf. -10.25 a -13.00 / Cil. até -2.00 / Diâm. 65 mm | $ Esf. -13.25 a -15.00 / Cil. 0.00 / Diâm. 65 mm | Esf. -6.25 a -10.00 / Cil. até -3.00 / Diâm. 70 mm;;;;;;;R$ 1.679,20
Lentes Prontas;Progressivas Prontas;FP56EA;Haytek Progressiva Acabada 1.56 com Antirreflexo Residual Verde;1.56;Esf: 0.00 a +3.00 / Add: 1.00 a 3.50 / Diâm. 70 mm;;;;;;;R$ 180,00
Lentes Prontas;Progressivas Prontas;FP56EB;Haytek Progressiva Acabada 1.56 Filtro Azul com Antirreflexo Residual Verde;1.56;Esf: 0.00 a +3.00 / Add: 1.00 a 3.50 / Diâm. 70 mm;;;;;;;R$ 259,68
Lentes Prontas;Progressivas Prontas;FP56BB;Lente Haytek Progressiva Acabada 1.56 Filtro Azul Antirreflexo Residual Azul;1.56;Esf: 0.00 a +3.00 / Add: 1.00 a 3.50 / Diâm. 70 mm;;;;;;;R$ 399,20
Lentes Prontas;Progressivas Prontas;FP56EP;Haytek Progressiva Acabada 1.56 Fotossensível com Antirreflexo Residual Verde;1.56;Esf: 0.00 a +3.00 / Add: 1.00 a 3.50 / Diâm. 70 mm;;;;;;;R$ 279,20
Lentes Prontas;Progressivas Prontas;FP56PB;Lente Haytek Progressiva Acabada 1.56 Fotossensivel Filtro Azul Antirreflexo Residual Azul;1.56;Esf: 0.00 a +3.00 / Add: 1.00 a 3.50 / Diâm. 70 mm;;;;;;;R$ 479,20
Lentes Prontas;Coloridas Prontas;FS50CT;Lente Haytek Visão Simples Acabada 1.50 Solar Total;1.50;Base: 4.00 / 6.00;;;;;;;R$ 140,00
Lentes Prontas;Coloridas Prontas;FS50CD;Lente Haytek Visão Simples Acabada 1.50 Solar Degradê;1.50;Base: 4.00 / 6.00;;;;;;;R$ 152,00
Lentes Prontas;Blocos Progressivos;BP56F0;Haytek Progress 1.56 com Antirrisco;1.56;$ Esf. / Cil. / Diâm. 75 mm | 2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 256,00
Lentes Prontas;Blocos Progressivos;BP56G0;Haytek Progress 1.56 com Antirreflexo Externo Residual Verde;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 427,20
Lentes Prontas;Blocos Progressivos;BP56GB;Haytek Progress 1.56 Filtro Azul com Antirreflexo Externo Residual Azul;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 452,80
Lentes Prontas;Blocos Progressivos;BP56CP;Haytek Progress 1.56 Fotossensível Antirrisco;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 460,80
Lentes Prontas;Blocos Progressivos;BP56GP;Haytek Progress 1.56 Fotossensível com Antirreflexo Externo Residual Verde;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 478,40
Lentes Prontas;Blocos Progressivos;BP56GU;Haytek Progress 1.56 Filtro Azul Fotossensível Antirreflexo Externo Residual Azul;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 683,20
Lentes Prontas;Blocos Visão Simples;BS56U0;Bloco Visão Simples 1.56;1.56;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 248,00
Lentes Prontas;Blocos Visão Simples;BS56A0;Bloco Haytek Visão Simples 1.56 Antirreflexo Externo Residual Verde;1.56;2.00 / 4.00 / 6.00 / 8.00;;;;;;;R$ 136,00
Lentes Prontas;Blocos Visão Simples;BS56UB;Bloco Haytek Visão Simples 1.56 Filtro Azul;1.56;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 368,00
Lentes Prontas;Blocos Visão Simples;BS56UP;Bloco Haytek Visão Simples 1.56 Fotossensível;1.56;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 598,40
Lentes Prontas;Blocos Visão Simples;BS56UF;Bloco Haytek Visão Simples 1.56 Filtro Azul Fotossensível;1.56;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 683,20
Lentes Prontas;Blocos Visão Simples;BS59H0;Bloco Haytek Visão Simples 1.59 Poli com Antirrisco;1.59;0.50 / 1.00 / 2.00 / 3.00 / 4.00 / 5.25 | 6.50 / 7.50 / 8.50 / 9.50;;;;;;;R$ 273,76
Lentes Prontas;Blocos Visão Simples;BS59HB;Bloco Haytek Visão Simples 1.59 Poli Filtro Azul com Antirrisco;1.59;0.50 / 1.00 / 2.00 / 3.00 / 4.00 / 5.25 | 6.50 / 7.50 / 8.50 / 9.50;;;;;;;R$ 547,36
Lentes Prontas;Blocos Visão Simples;BS59HP;Bloco Visão Simples 1.59 Poli Fotossensível Antirrisco;1.59;0.50 / 1.00 / 2.00 / 3.00 / 4.00 / 5.25 | 6.50 / 7.50 / 8.50 / 9.50;;;;;;;R$ 854,40
Lentes Prontas;Blocos Visão Simples;BS61U0;Bloco Haytek Visão Simples 1.61;1.61;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 683,20
Lentes Prontas;Blocos Visão Simples;BS61UP;Bloco Haytek Visão Simples 1.61 Fotossensível;1.61;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 1.625,60
Lentes Prontas;Blocos Visão Simples;BS67U0;Bloco Haytek Visão Simples 1.67;1.67;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 1.196,80
Lentes Prontas;Blocos Visão Simples;BS67UB;Bloco Haytek Visão Simples 1.67 Filtro Azul;1.67;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 1.283,20
Lentes Prontas;Blocos Visão Simples;BS67UP;Bloco Haytek Visão Simples 1.67 Fotossensível;1.67;0.00 / 1.00 / 2.00 / 3.00 / 4.00 / 5.00 | 6.00 / 7.00 / 8.00 / 9.00 / 10.00;;;;;;;R$ 1.625,60
Lentes Prontas;Blocos Visão Simples;BS74UB;Bloco Haytek Visão Simples 1.74 Filtro Azul;1.74;0.50 / 1.50 / 2.25 / 3.50 / 5.00 / 6.75 / 8.50 / 10.25 / 11.50 / 12.50;;;;;;;R$ 2.737,60
Lentes Prontas;Blocos Visão Simples;BS74UX;Bloco Haytek Visão Simples 1.74 Espessura Extra;1.74;0.50;;;;;;;R$ 3.080,00
Lentes Prontas;Blocos Visão Simples;BS74UF;Bloco Haytek Visão Simples 1.74 Filtro Azul Fotossensível;1.74;0.50 / 1.50 / 2.25 / 3.50 / 5.00 / 6.75 / 8.50 / 10.25 / 11.50 / 12.50 / 13.50 / 14.50 / 15.50;;;;;;;R$ 3.679,20
Lentes Prontas;Blocos Visão Simples;BS74UT;Bloco Haytek Visão Simples 1.74 Filtro Azul Fotossensível Espessura Extra;1.74;0.50;;;;;;;R$ 3.919,20
Outros Produtos;Outros Produtos;UT000201;Lanterna de Luz Azul (teste de Filtro Azul);;;;;;;;;R$ 224,00
Outros Produtos;Outros Produtos;UT000101;Box de Coloração Haytek;;;;;;;;;R$ 3.992,00
